threshold,model_net_benefit,treat_all_net_benefit,treat_none_net_benefit
0.1,0.5057971014492754,0.5036231884057971,0.0
0.2,0.46304347826086956,0.44157608695652173,0.0
0.3,0.4257763975155279,0.3618012422360248,0.0
0.4,0.3778985507246377,0.25543478260869557,0.0
0.5,0.3391304347826087,0.10652173913043472,0.0
0.6,0.28097826086956523,-0.11684782608695654,0.0
0.7,0.23840579710144927,-0.48913043478260876,0.0
0.8,0.1619565217391304,-1.2336956521739135,0.0
0.9,0.023913043478260856,-3.4673913043478275,0.0
